Scheme Name		Net Asset Value
quant Active Fund-IDCW Option - Direct Plan		72.8954
quant Active Fund-IDCW Option - Regular Plan		66.3941
		
		
		
Samco Multi Cap Fund - Direct Plan - Growth		9.00
Samco Multi Cap Fund - Regular Plan - Growth		8.97
		
		
		
SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		15.9236
SBI Multicap Fund- Direct Plan- Growth option		15.9236
SBI Multicap Fund- Regular Plan- Growth Option		15.4855
SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW)		15.4880
		
		
		
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan -Half Yearly Income Distribution CUM Capital Withdrawal Option		83.5310
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Option		62.2150
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option		376.2846
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option		339.5014
		
		
		
Tata Multicap Fund - Direct Plan - Growth		13.1174
Tata Multicap Fund - Direct Plan - IDCW Payout		13.1174
Tata Multicap Fund - Direct Plan - IDCW Reinvestment		13.1174
Tata Multicap Fund - Regular Plan - Growth		12.6948
Tata Multicap Fund - Regular Plan - IDCW Payout		12.6948
Tata Multicap Fund - Regular Plan - IDCW Reinvestment		12.6948
		
		
		
Union Multicap Fund - Direct Plan - Growth Option		14.61
Union Multicap Fund - Direct Plan - IDCW Option		14.61
Union Multicap Fund - Regular Plan - Growth Option		14.20
Union Multicap Fund - Regular Plan - IDCW Option		14.20
		
		
		
WhiteOak Capital Multi Cap Fund Direct Plan Growth		13.507
WhiteOak Capital Multi Cap Fund Regular Plan Growth		13.195
		
		
		
		
		
360 ONE QUANT FUND DIRECT GROWTH		17.6532
360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL		17.6532
360 ONE QUANT FUND REGULAR GROWTH		16.9781
360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL		16.9781
		
		
		
Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW		27.64
Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth		58.85
Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW		20.53
Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth		52.67
Aditya Birla Sun Life Business Cycle Fund-Direct Growth		14.43
Aditya Birla Sun Life Business Cycle Fund-Direct IDCW Payout		13.44
Aditya Birla Sun Life Business Cycle Fund-Regular IDCW Payout		12.85
Aditya Birla Sun Life Business Cycle Fund-Regular-Growth		13.8
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan		37.3501
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan		35.7925
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW		21.5614
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW		20.6236
Aditya Birla Sun Life Conglomerate Fund-Direct Growth		9.78
Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout		9.78
Aditya Birla Sun Life Conglomerate Fund-Regular Growth		9.76
Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout		9.76
Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan		196.57
Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan		175.48
Aditya Birla Sun Life Digital India Fund -DIRECT - IDCW		62.83
Aditya Birla Sun Life Digital India Fund -Regular - IDCW		46.41
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW		16.38
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth		17.66
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW		15.39
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth		16.59
Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan		223.48
Aditya Birla Sun Life India Gennext Fund -DIRECT - IDCW		49.17
Aditya Birla Sun Life India Gennext Fund -Regular - IDCW		38.95
Aditya Birla Sun Life India Gennext Fund-Growth Option		196.3
Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW		40.41
Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW		24.1
Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan		90.68
Aditya Birla Sun Life Infrastructure Fund-Growth		82.53
Aditya Birla Sun Life International Equity Fund - Direct - IDCW		40.0371
Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan		40.0133
Aditya Birla Sun Life International Equity Fund - Growth - Regular Plan		37.1877
Aditya Birla Sun Life International Equity Fund - Regular - IDCW		18.0999
Aditya Birla Sun Life International Equity Fund - Plan B - Direct - IDCW		23.1342
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan		30.2806
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan		28.8036
Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW		19.8371
Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW		19.88
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth		31.53
Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW		18.26
Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth		28.79
Aditya Birla Sun Life MNC Fund - DIRECT - IDCW		422.98
Aditya Birla Sun Life MNC Fund - Growth - Direct Plan		1322.75
Aditya Birla Sun Life MNC Fund - Growth - Regular Plan		1192.1
Aditya Birla Sun Life MNC Fund - Regular - IDCW		205.89
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW		21.76
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth		31.47
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW		20.24
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth		28.82
Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW		25.2
Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth		31.16
Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW		21.89
Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth		28.68
Aditya Birla Sun Life Quant Fund - Direct Growth		8.73
Aditya Birla Sun Life Quant Fund - Direct IDCW Payout		8.73
Aditya Birla Sun Life Quant Fund - Regular Growth		8.64
Aditya Birla Sun Life Quant Fund - Regular IDCW Payout		8.64
Aditya Birla Sun Life Special Opportunities Fund-Direct - IDCW		19.59
Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth		23.67
Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW		18.38
Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth		22.21
Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth		12.65
Aditya Birla Sun Life Transportation and Logistics Fund-Direct IDCW		12.65
Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth		12.41
Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW		12.41
		
		
		
Axis Business Cycles Fund - Direct Plan - Growth		15.19
Axis Business Cycles Fund - Direct Plan - IDCW		15.18
Axis Business Cycles Fund - Regular Plan - Growth		14.77
Axis Business Cycles Fund - Regular Plan - IDCW		14.77
Axis Consumption Fund Direct Plan - Growth		8.85
Axis Consumption Fund Direct Plan - IDCW		8.85
Axis Consumption Fund Regular Plan - Growth		8.79
Axis Consumption Fund Regular Plan - IDCW		8.79
Axis ESG Integration Strategy Fund - Direct Plan - Growth Option		21.60
Axis ESG Integration Strategy Fund - Direct Plan - IDCW		16.85
Axis ESG Integration Strategy Fund - Regular Plan - Growth Option		20.21
Axis ESG Integration Strategy Fund - Regular Plan - IDCW		15.75
Axis India Manufacturing Fund - Direct Plan - Growth		12.49
Axis India Manufacturing Fund - Direct Plan - IDCW		12.49
Axis India Manufacturing Fund - Regular Plan - Growth		12.28
Axis India Manufacturing Fund - Regular Plan - IDCW		12.28
Axis Innovation Fund - Direct Plan - Growth Option		18.05
Axis Innovation Fund - Direct Plan - IDCW		18.05
Axis Innovation Fund - Regular Plan - Growth Option		17.07
Axis Innovation Fund - Regular Plan - IDCW		17.08
Axis Momentum Fund - Direct Plan - Growth Option		8.45
Axis Momentum Fund - Direct Plan - IDCW Option		8.45
Axis Momentum Fund - Regular Plan - Growth Option		8.42
Axis Momentum Fund - Regular Plan - IDCW Option		8.42
Axis Quant Fund - Direct Plan - Growth		15.52
Axis Quant Fund - Direct Plan - IDCW		15.52
Axis Quant Fund - Regular Plan - Growth		14.64
Axis Quant Fund - Regular Plan - IDCW		14.64
		
		
		
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH		9.006
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW		9.006
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH		8.974
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW		8.974
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH		9.123
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW		9.123
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH		9.102
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW		9.102
		
		
		
Bandhan Business Cycle Fund - Direct Plan - Growth		9.043
Bandhan Business Cycle Fund - Direct Plan - IDCW		9.043
Bandhan Business Cycle Fund - Regular Plan - Growth		8.988
Bandhan Business Cycle Fund - Regular Plan - IDCW		8.988
BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH		13.310
BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW		13.304
BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH		12.972
BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - IDCW		12.974
BANDHAN Infrastructure Fund - Regular Plan - Growth		44.188
BANDHAN Infrastructure Fund - Regular Plan - IDCW		37.719
BANDHAN Infrastructure Fund-Direct Plan-Growth		51.363
BANDHAN Infrastructure Fund-Direct Plan-IDCW		45.759
Bandhan Innovation Fund - Direct Plan - Growth		11.414
Bandhan Innovation Fund - Direct Plan - IDCW		11.414
Bandhan Innovation Fund - Regular Plan - Growth		11.270
Bandhan Innovation Fund - Regular Plan - IDCW		11.270
BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN		16.171
BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - REGULAR PLAN		15.582
BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - DIRECT PLAN		16.155
BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - REGULAR PLAN		15.582
		
		
		
Bank of India Business Cycle Fund - Direct Plan - Dividend		8.39
Bank of India Business Cycle Fund - Direct Plan - Growth		8.39
Bank of India Business Cycle Fund - Regular Plan - Dividend		8.34
Bank of India Business Cycle Fund - Regular Plan - Growth		8.34
Bank of India Consumption Fund - Direct - Growth		9.63
Bank of India Consumption Fund - Direct - IDCW		9.63
Bank of India Consumption Fund - Regular - Growth		9.61
Bank of India Consumption Fund - Regular - IDCW		9.61
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth		57.87
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW		56.88
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW		54.60
BANK OF INDIA Manufacturing & Infrastructure Fund-Growth		49.78
BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW		32.31
BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW		31.73
		
		
		
Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option		46.8317
Baroda BNP Paribas Banking and Financial Services Fund - Direct - IDCW Option		23.5459
Baroda BNP Paribas Banking and Financial Services Fund - Regular - Growth Option		42.1303
Baroda BNP Paribas Banking and Financial Services Fund - Regular - IDCW Option		20.7326
Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth		15.1353
Baroda BNP Paribas Business Cycle Fund - Direct Plan - IDCW Option		15.1353
Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth		14.4028
Baroda BNP Paribas Business Cycle Fund - Regular Plan - IDCW Option		14.4028
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option		10.0163
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - IDCW Option		10.0163
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - Growth Option		10.0145
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - ICDW Option		10.0145
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option		32.4036
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - IDCW Option		24.7189
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - Growth Option		29.4353
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - IDCW Option		21.7609
Baroda BNP Paribas Innovation Fund Direct plan - Growth Option		11.3755
Baroda BNP Paribas Innovation Fund Direct plan - IDCW Option		11.3755
Baroda BNP Paribas Innovation Fund Regular plan - Growth Option		11.1898
Baroda BNP Paribas Innovation Fund Regular plan - IDCW Option		11.1898
Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option		8.7287
Baroda BNP Paribas Manufacturing Fund - Direct Plan - IDCW Option		8.7287
Baroda BNP Paribas Manufacturing Fund - Regular Plan - Growth Option		8.6402
Baroda BNP Paribas Manufacturing Fund - Regular Plan - IDCW Option		8.6402
		
		
		
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION		113.4900
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)		81.5000
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION		99.2400
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)		44.8600
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION		152.4600
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)		76.6900
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION		136.3500
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)		55.1300
Canara Robeco Manufacturing Fund - Direct Plan - Growth Option		10.9300
Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option		10.9300
Canara Robeco Manufacturing Fund - Regular Plan - Growth Option		10.7700
Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option		10.7600
		
		
		
DSP Banking & Financial Services Fund - Direct - Growth		11.746
DSP Banking & Financial Services Fund - Direct - IDCW		11.746
DSP Banking & Financial Services Fund - Regular - Growth		11.537
DSP Banking & Financial Services Fund - Regular - IDCW		11.537
DSP Business Cycle Fund - Direct - Growth		9.093
DSP Business Cycle Fund - Direct - IDCW		9.093
DSP Business Cycle Fund - Regular - Growth		9.069
DSP Business Cycle Fund - Regular - IDCW		9.069
DSP Healthcare Fund - Direct Plan - Growth		41.669
DSP Healthcare Fund - Direct Plan - IDCW		28.578
DSP Healthcare Fund - Regular Plan - Growth		37.968
DSP Healthcare Fund - Regular Plan - IDCW		26.096
DSP India T.I.G.E.R. Fund - Direct Plan - Growth		296.563
DSP India T.I.G.E.R. Fund - Direct Plan - IDCW		47.325
DSP India T.I.G.E.R. Fund - Regular Plan - Growth		274.017
DSP India T.I.G.E.R. Fund - Regular Plan - IDCW		25.744
DSP Natural Resources and New Energy Fund - Direct Plan - Growth		88.576
DSP Natural Resources and New Energy Fund - Direct Plan - IDCW		33.042
DSP Natural Resources And New Energy Fund - Regular - Growth		79.999
DSP Natural Resources And New Energy Fund - Regular Plan - IDCW		27.729
DSP Quant Fund - Direct Plan - Growth		20.762
DSP Quant Fund - Direct Plan - IDCW		18.776
DSP Quant Fund - Regular Plan - Growth		19.909
DSP Quant Fund - Regular Plan - IDCW		17.945
		
		
		
Edelweiss Business Cycle Fund - Direct Plan - Growth		8.0875
Edelweiss Business Cycle Fund - Direct Plan - IDCW Option		8.0875
Edelweiss Business Cycle Fund - Regular Plan - Growth		8.0128
Edelweiss Business Cycle Fund - Regular Plan - IDCW Option		8.0128
Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option		25.9813
Edelweiss Recently Listed IPO Fund Direct Plan Growth		25.9812
Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option		24.3988
Edelweiss Recently Listed IPO Fund Regular Plan Growth		24.4001
Edelweiss Technology Fund - Direct Plan - Growth		11.6473
Edelweiss Technology Fund - Direct Plan - IDCW		11.6473
Edelweiss Technology Fund - Regular Plan - Growth		11.4558
Edelweiss Technology Fund - Regular Plan - IDCW		11.4558
		
		
		
Franklin Asian Equity Fund - Direct - Growth		30.8604
Franklin Asian Equity Fund - Direct - IDCW 		14.1326
Franklin Asian Equity Fund - Growth Plan		28.3283
Franklin Asian Equity Fund - IDCW 		13.3715
Franklin Build India Fund - Direct - Growth		140.8543
Franklin Build India Fund - Direct - IDCW 		46.2502
Franklin Build India Fund - IDCW 		38.4706
Franklin Build India Fund Growth Plan		123.0338
Franklin India Opportunities Fund - Direct - Growth		248.8901
Franklin INDIA OPPORTUNITIES FUND - Direct - IDCW 		39.4313
Franklin India Opportunities Fund - Growth		226.8148
Franklin INDIA OPPORTUNITIES FUND - IDCW 		35.2608
Franklin India Technology Fund - Direct - Growth		572.1503
Franklin India Technology Fund - Direct - IDCW 		54.2752
Franklin India Technology Fund - IDCW 		48.8218
Franklin India Technology Fund-Growth		521.9970
		
		
		
Groww Banking & Financial Services Fund - Direct Plan - Growth		10.1953
Groww Banking & Financial Services Fund - Regular - Growth		9.9952
Groww Banking & Financial Services Fund - Regular Plan - IDCW		9.9952
Groww Banking & Financial Services Fund-IDCW		10.1946
		
		
		
HDFC Banking & Financial Services Fund - Growth Option		14.753
HDFC Banking & Financial Services Fund - Growth Option - Direct Plan		15.588
HDFC Banking & Financial Services Fund - IDCW Option		13.966
HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan		14.792
HDFC Business Cycle Fund - Growth Option		13.366
HDFC Business Cycle Fund - Growth Option - Direct Plan		13.757
HDFC Business Cycle Fund - IDCW Option		13.366
HDFC Business Cycle Fund - IDCW Option - Direct Plan		13.757
HDFC Defence Fund - Growth Option		17.659
HDFC Defence Fund - Growth Option - Direct Plan		18.025
HDFC Defence Fund - IDCW Option		17.659
HDFC Defence Fund - IDCW Option - Direct Plan		18.025
HDFC Housing Opportunities Fund  - Growth Option		19.838
HDFC Housing Opportunities Fund  - Growth Option - Direct Plan		21.349
HDFC Housing Opportunities Fund  - IDCW Option		15.487
HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan		16.919
HDFC Infrastructure Fund - Growth Option - Direct Plan		45.717
HDFC Infrastructure Fund - Growth Plan		41.536
HDFC Infrastructure Fund - IDCW Option - Direct Plan		29.494
HDFC Infrastructure Fund - IDCW Plan		19.331
HDFC Manufacturing fund - Growth Option - Direct Plan		9.627
HDFC Manufacturing fund - Growth Option - Regular Plan		9.537
HDFC Manufacturing fund - IDCW - Direct Plan		9.627
HDFC Manufacturing fund - IDCW - Regular Plan		9.537
HDFC MNC Fund - Growth Option		12.284
HDFC MNC Fund - Growth Option - Direct Plan		12.571
HDFC MNC Fund - IDCW Option		12.284
HDFC MNC Fund - IDCW Option - Direct Plan		12.571
HDFC Non-Cyclical Consumer Fund - Growth Option		12.891
HDFC Non-Cyclical Consumer Fund - Growth Option - Direct Plan		13.148
HDFC Non-Cyclical Consumer Fund - IDCW Option		12.891
HDFC Non-Cyclical Consumer Fund - IDCW Option - Direct Plan		13.148
HDFC Pharma and Healthcare Fund - Growth Option		15.57
HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan		15.834
HDFC Pharma and Healthcare Fund - IDCW Option		15.57
HDFC Pharma and Healthcare Fund - IDCW Option - Direct Plan		15.834
HDFC Technology Fund - Growth Option		13.915
HDFC Technology Fund - Growth Option - Direct Plan		14.162
HDFC Technology Fund - IDCW Option		13.915
HDFC Technology Fund - IDCW Option - Direct Plan		14.162
HDFC Transportation and Logistics Fund - Growth Option		13.959
HDFC Transportation and Logistics Fund - Growth Option - Direct Plan		14.214
HDFC Transportation and Logistics Fund - IDCW Option		13.959
HDFC Transportation and Logistics Fund - IDCW Option - Direct Plan		14.214
		
		
		
Helios Financial Services Fund - Direct Plan - Growth Option		9.96
Helios Financial Services Fund - Direct Plan - IDCW Option		9.96
Helios Financial Services Fund - Regular Plan - Growth Option		9.86
Helios Financial Services Fund - Regular Plan - IDCW Option		9.86
		
		
		
HSBC Business Cycles Fund - Direct Growth		40.9144
HSBC Business Cycles Fund - Direct IDCW		25.6106
HSBC Business Cycles Fund - Regular Growth		37.3531
HSBC Business Cycles Fund - Regular IDCW		23.6
HSBC Consumption Fund - Direct Growth		13.409
HSBC Consumption Fund - Direct IDCW		13.409
HSBC Consumption Fund - Regular Growth		13.1415
HSBC Consumption Fund - Regular IDCW		13.1415
HSBC India Export Opportunities Fund - Direct Growth		9.1848
HSBC India Export Opportunities Fund - Direct IDCW		9.1848
HSBC India Export Opportunities Fund - Regular Growth		9.1342
HSBC India Export Opportunities Fund - Regular IDCW		9.1342
HSBC Infrastructure Fund - Direct Growth		46.7257
HSBC Infrastructure Fund - Direct IDCW		36.6467
HSBC Infrastructure Fund - Regular Growth		41.743
HSBC Infrastructure Fund - Regular IDCW		32.9593
		
		
		
ICICI Prudential Banking and Financial Services Fund -  Growth		118.39
ICICI Prudential Banking and Financial Services Fund -  IDCW		27.55
ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth		132.84
ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW		65.95
ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option		25.19
ICICI Prudential Bharat Consumption Fund - Direct Plan - IDCW Option		17.83
ICICI Prudential Bharat Consumption Fund - Growth Option		23.54
ICICI Prudential Bharat Consumption Fund - IDCW Option		16.30
ICICI Prudential Business Cycle Fund Direct Plan Growth		22.67
ICICI Prudential Business Cycle Fund Direct Plan IDCW		17.82
ICICI Prudential Business Cycle Fund Growth		21.56
ICICI Prudential Business Cycle Fund IDCW		16.73
ICICI Prudential Commodities Fund - Direct Plan - Growth Option		39.70
ICICI Prudential Commodities Fund - Direct Plan - IDCW Option		30.79
ICICI Prudential Commodities Fund - Growth Option		36.92
ICICI Prudential Commodities Fund - IDCW Option		28.22
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth		8.80
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - IDCW		8.80
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Growth		8.73
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - IDCW		8.73
ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth		9.65
ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW		9.65
ICICI Prudential Equity Minimum Variance Fund - Growth		9.63
ICICI Prudential Equity Minimum Variance Fund - IDCW		9.63
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth		21.90
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - IDCW		18.26
ICICI Prudential ESG Exclusionary Strategy Fund - Growth		20.65
ICICI Prudential ESG Exclusionary Strategy Fund - IDCW		17.09
ICICI Prudential Exports & Services Fund - Direct Plan - Growth		162.08
ICICI Prudential Exports & Services Fund - Direct Plan - IDCW		71.99
ICICI Prudential Exports & Services Fund - Growth		149.21
ICICI Prudential Exports & Services Fund - IDCW		36.69
ICICI Prudential FMCG Fund - Direct Plan -  Growth		501.84
ICICI Prudential FMCG Fund - Direct Plan -  IDCW		164.76
ICICI Prudential FMCG Fund - Growth		456.91
ICICI Prudential FMCG Fund - IDCW		84.45
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan Growth		15.92
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan IDCW		14.64
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Growth		15.33
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - IDCW		14.05
ICICI Prudential India Opportunities Fund - Cumulative Option		32.65
ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option		35.42
ICICI Prudential India Opportunities Fund - Direct Plan - IDCW Option		25.83
ICICI Prudential India Opportunities Fund - IDCW Option		23.30
ICICI Prudential Infrastructure Fund - Direct Plan -  Growth		184.19
ICICI Prudential Infrastructure Fund - Direct Plan -  IDCW		42.52
ICICI Prudential Infrastructure Fund - Growth		170.30
ICICI Prudential Infrastructure Fund - IDCW		26.27
ICICI Prudential Innovation Fund - Direct Plan - Growth		17.06
ICICI Prudential Innovation Fund - Direct Plan - IDCW		15.67
ICICI Prudential Innovation Fund - Growth		16.69
ICICI Prudential Innovation Fund - IDCW		15.30
ICICI Prudential Manufacturing Fund - Cumulative Option		30.43
ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option		32.61
ICICI Prudential Manufacturing Fund - Direct Plan - IDCW Option		23.12
ICICI Prudential Manufacturing Fund - IDCW Option		21.15
ICICI Prudential MNC Fund - Direct Plan - Growth Option		28.43
ICICI Prudential MNC Fund - Direct Plan - IDCW Option		18.59
ICICI Prudential MNC Fund - Growth Option		26.38
ICICI Prudential MNC Fund - IDCW Option		16.78
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Cumulative Option		36.39
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Cumulative Option		39.07
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - IDCW Option		25.50
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - IDCW Option		23.15
ICICI Prudential PSU Equity Fund - Direct Plan - Growth		18.88
ICICI Prudential PSU Equity Fund - Direct Plan - IDCW		17.34
ICICI Prudential PSU Equity Fund - Growth		18.22
ICICI Prudential PSU Equity Fund - IDCW		16.69
ICICI Prudential Quant Fund Direct Plan Growth		21.45
ICICI Prudential Quant Fund Direct Plan IDCW		15.07
ICICI Prudential Quant Fund Growth		20.86
ICICI Prudential Quant Fund IDCW		14.56
ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth		9.84
ICICI Prudential Rural Opportunities Fund - Direct Plan - IDCW		9.84
ICICI Prudential Rural Opportunities Fund - Growth		9.84
ICICI Prudential Rural Opportunities Fund - IDCW		9.84
ICICI Prudential Technology Fund - Direct Plan -  Growth		229.09
ICICI Prudential Technology Fund - Direct Plan -  IDCW		146.52
ICICI Prudential Technology Fund - Growth		206.73
ICICI Prudential Technology Fund - IDCW		71.23
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth		17.38
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - IDCW		16.03
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Growth		16.84
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - IDCW		15.50
ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth		69.60
ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW		69.59
ICICI Prudential US Bluechip Equity Fund - Growth		62.55
ICICI Prudential US Bluechip Equity Fund - IDCW		62.55
		
		
		
Invesco India ESG Integration Strategy Fund - Direct Plan - Growth		17.52
